State Name,District Name,Market Name,Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date,future_modal_price,future_price_pct_change,future_log_return,days_to_next,lag_1,lag_7,lag_14,lag_30
Telangana,Adilabad,Adilabad(Rythu Bazar),All Dust,Beverages,0.01,26000,26000,26000,2015-07-05,26000.0,0.0,0.0,1.0,,,,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-06-10,26000.0,0.0,0.0,2.0,,,,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-06-12,26000.0,0.0,0.0,1.0,26000.0,,,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-06-13,26000.0,0.0,0.0,1.0,26000.0,,,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-06-14,26000.0,0.0,0.0,2.0,26000.0,,,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-06-16,26000.0,0.0,0.0,2.0,26000.0,,,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-06-18,26000.0,0.0,0.0,1.0,26000.0,,,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-06-19,26000.0,0.0,0.0,1.0,26000.0,,,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-06-20,26000.0,0.0,0.0,1.0,26000.0,26000.0,,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-06-21,26000.0,0.0,0.0,1.0,26000.0,26000.0,,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-06-22,26000.0,0.0,0.0,2.0,26000.0,26000.0,,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-06-24,26000.0,0.0,0.0,1.0,26000.0,26000.0,,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-06-25,26000.0,0.0,0.0,1.0,26000.0,26000.0,,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-06-26,26000.0,0.0,0.0,1.0,26000.0,26000.0,,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-06-27,26000.0,0.0,0.0,1.0,26000.0,26000.0,,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-06-28,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-06-29,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-06-30,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-01,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-02,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-03,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-04,26000.0,0.0,0.0,4.0,26000.0,26000.0,26000.0,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-08,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-09,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-10,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-11,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-12,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-13,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-14,26000.0,0.0,0.0,4.0,26000.0,26000.0,26000.0,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-18,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.02,26000,26000,26000,2015-07-19,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-20,26000.0,0.0,0.0,2.0,26000.0,26000.0,26000.0,26000.0
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-22,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,26000.0
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-23,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,26000.0
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-24,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,26000.0
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-25,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,26000.0
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-26,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,26000.0
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-27,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,26000.0
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-28,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,26000.0
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-29,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,26000.0
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-30,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,26000.0
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-07-31,26000.0,0.0,0.0,2.0,26000.0,26000.0,26000.0,26000.0
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2015-08-02,26000.0,0.0,0.0,1.0,26000.0,26000.0,26000.0,26000.0
Telangana,Adilabad,Adilabad(Rythu Bazar),Other,Beverages,0.01,26000,26000,26000,2016-02-03,26000.0,0.0,0.0,3.0,26000.0,26000.0,26000.0,26000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,1.5,7800,12000,10000,2002-02-14,10000.0,0.0,0.0,1.0,,,,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,2.5,7000,12000,10000,2002-02-25,14000.0,0.4,0.3364722366212129,1.0,10000.0,,,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,3.7,12000,16000,14000,2002-02-26,12000.0,-0.1428571428571428,-0.1541506798272583,1.0,10000.0,,,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,3.0,10000,14000,12000,2002-02-27,14000.0,0.1666666666666666,0.1541506798272583,1.0,14000.0,,,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,3.6,12000,16000,14000,2002-02-28,12000.0,-0.1428571428571428,-0.1541506798272583,2.0,12000.0,,,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,4.0,9000,13000,12000,2002-03-02,12000.0,0.0,0.0,2.0,14000.0,,,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,5.0,10000,13000,12000,2002-03-04,12000.0,0.0,0.0,2.0,12000.0,,,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,5.0,9000,14000,12000,2002-03-06,12000.0,0.0,0.0,1.0,12000.0,10000.0,,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,4.0,10000,14000,12000,2002-03-07,12000.0,0.0,0.0,1.0,12000.0,10000.0,,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,3.0,9000,14000,12000,2002-03-08,12000.0,0.0,0.0,3.0,12000.0,14000.0,,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,3.0,10100,14000,12000,2002-03-11,12000.0,0.0,0.0,2.0,12000.0,12000.0,,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,2.7,10000,14000,12000,2002-03-13,12000.0,0.0,0.0,1.0,12000.0,14000.0,,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,3.0,10000,14000,12000,2002-03-14,12000.0,0.0,0.0,1.0,12000.0,12000.0,,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,2.8,10000,14000,12000,2002-03-15,12000.0,0.0,0.0,1.0,12000.0,12000.0,,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,3.0,10000,14000,12000,2002-03-16,12000.0,0.0,0.0,1.0,12000.0,12000.0,10000.0,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,3.8,10000,14000,12000,2002-03-17,12000.0,0.0,0.0,2.0,12000.0,12000.0,10000.0,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,3.0,10000,14000,12000,2002-03-19,12000.0,0.0,0.0,1.0,12000.0,12000.0,14000.0,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,3.0,10000,14000,12000,2002-03-20,12000.0,0.0,0.0,1.0,12000.0,12000.0,12000.0,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,4.0,11000,14000,12000,2002-03-21,12000.0,0.0,0.0,1.0,12000.0,12000.0,14000.0,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,2.3,11000,14000,12000,2002-03-22,12000.0,0.0,0.0,1.0,12000.0,12000.0,12000.0,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,3.5,10000,14000,12000,2002-03-23,12000.0,0.0,0.0,3.0,12000.0,12000.0,12000.0,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,3.7,10000,14000,12000,2002-03-26,12000.0,0.0,0.0,1.0,12000.0,12000.0,12000.0,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,3.7,10000,14000,12000,2002-03-27,12000.0,0.0,0.0,3.0,12000.0,12000.0,12000.0,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,3.0,10000,14000,12000,2002-03-30,14000.0,0.1666666666666666,0.1541506798272583,2.0,12000.0,12000.0,12000.0,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,2.0,11000,16000,14000,2002-04-01,12000.0,-0.1428571428571428,-0.1541506798272583,1.0,12000.0,12000.0,12000.0,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,3.5,10000,14000,12000,2002-04-02,12000.0,0.0,0.0,1.0,14000.0,12000.0,12000.0,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,10000,14000,12000,2002-04-03,12000.0,0.0,0.0,1.0,12000.0,12000.0,12000.0,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,11000,14000,12000,2002-04-04,12000.0,0.0,0.0,1.0,12000.0,12000.0,12000.0,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,10000,14000,12000,2002-05-27,12000.0,0.0,0.0,1.0,12000.0,12000.0,12000.0,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.01,10000,14000,12000,2002-05-28,12000.0,0.0,0.0,1.0,12000.0,12000.0,12000.0,
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,10000,14000,12000,2002-05-29,12000.0,0.0,0.0,2.0,12000.0,12000.0,12000.0,10000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,10000,14000,12000,2002-05-31,12000.0,0.0,0.0,1.0,12000.0,14000.0,12000.0,10000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.04,10000,14000,12000,2002-06-01,12000.0,0.0,0.0,2.0,12000.0,12000.0,12000.0,14000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,10000,14000,12000,2002-06-03,12000.0,0.0,0.0,1.0,12000.0,12000.0,12000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,10000,14000,12000,2002-06-04,12000.0,0.0,0.0,1.0,12000.0,12000.0,12000.0,14000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,10000,14000,12000,2002-06-05,12000.0,0.0,0.0,1.0,12000.0,12000.0,12000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,10000,14000,12000,2002-06-06,12000.0,0.0,0.0,1.0,12000.0,12000.0,12000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,10000,14000,12000,2002-06-07,12000.0,0.0,0.0,3.0,12000.0,12000.0,12000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,9000,14000,12000,2002-06-10,9000.0,-0.25,-0.2876820724517809,1.0,12000.0,12000.0,14000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,7500,10000,9000,2002-06-11,9000.0,0.0,0.0,1.0,12000.0,12000.0,12000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,7500,10000,9000,2002-06-12,10000.0,0.1111111111111111,0.1053605156578263,1.0,9000.0,12000.0,12000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.01,8000,12000,10000,2002-06-13,9000.0,-0.1,-0.1053605156578262,1.0,9000.0,12000.0,12000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,7500,10000,9000,2002-06-14,10000.0,0.1111111111111111,0.1053605156578263,1.0,10000.0,12000.0,12000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.04,8000,12000,10000,2002-06-15,10000.0,0.0,0.0,2.0,9000.0,12000.0,12000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,8000,12000,10000,2002-06-17,10000.0,0.0,0.0,1.0,10000.0,12000.0,12000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,8000,12000,10000,2002-06-18,10000.0,0.0,0.0,1.0,10000.0,12000.0,12000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,8000,12000,10000,2002-06-19,12000.0,0.2,0.1823215567939546,1.0,10000.0,9000.0,12000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,9000,14000,12000,2002-06-20,10000.0,-0.1666666666666666,-0.1823215567939546,1.0,10000.0,9000.0,12000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,8000,12000,10000,2002-06-21,12000.0,0.2,0.1823215567939546,1.0,12000.0,10000.0,12000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,8000,14000,12000,2002-06-22,10000.0,-0.1666666666666666,-0.1823215567939546,2.0,10000.0,9000.0,12000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,8000,12000,10000,2002-06-24,10000.0,0.0,0.0,1.0,12000.0,10000.0,12000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,8000,12000,10000,2002-06-25,8000.0,-0.2,-0.2231435513142097,3.0,10000.0,10000.0,12000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,7000,10000,8000,2002-06-28,8000.0,0.0,0.0,1.0,10000.0,10000.0,12000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.04,7000,10000,8000,2002-06-29,8000.0,0.0,0.0,2.0,8000.0,10000.0,9000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,7000,10000,8000,2002-07-01,8000.0,0.0,0.0,1.0,8000.0,12000.0,9000.0,14000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.04,7500,10000,8000,2002-07-02,8000.0,0.0,0.0,1.0,8000.0,10000.0,10000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.04,7500,10000,8000,2002-07-03,10000.0,0.25,0.2231435513142097,1.0,8000.0,12000.0,9000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,7000,12000,10000,2002-07-04,10000.0,0.0,0.0,1.0,8000.0,10000.0,10000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.04,7000,12000,10000,2002-07-05,8000.0,-0.2,-0.2231435513142097,1.0,10000.0,10000.0,10000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.05,7000,10000,8000,2002-07-06,10000.0,0.25,0.2231435513142097,2.0,10000.0,8000.0,10000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,8000,12000,10000,2002-07-08,9000.0,-0.1,-0.1053605156578262,1.0,8000.0,8000.0,10000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,7000,10000,9000,2002-07-09,9000.0,0.0,0.0,1.0,10000.0,8000.0,12000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,7000,10000,9000,2002-07-10,9000.0,0.0,0.0,1.0,9000.0,8000.0,10000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,7000,10000,9000,2002-07-11,8000.0,-0.1111111111111111,-0.1177830356563835,1.0,9000.0,8000.0,12000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,7000,10000,8000,2002-07-12,9000.0,0.125,0.1177830356563834,3.0,9000.0,10000.0,10000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,8000,12000,9000,2002-07-15,8000.0,-0.1111111111111111,-0.1177830356563835,1.0,8000.0,10000.0,10000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,7000,10000,8000,2002-07-16,8000.0,0.0,0.0,2.0,9000.0,8000.0,8000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,7000,10000,8000,2002-07-18,9000.0,0.125,0.1177830356563834,1.0,8000.0,10000.0,8000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,7500,10000,9000,2002-07-19,8000.0,-0.1111111111111111,-0.1177830356563835,1.0,8000.0,9000.0,8000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.04,7500,10000,8000,2002-07-20,8000.0,0.0,0.0,2.0,9000.0,9000.0,8000.0,9000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,7000,10000,8000,2002-07-22,8000.0,0.0,0.0,1.0,8000.0,9000.0,8000.0,9000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.01,7000,10000,8000,2002-07-23,10000.0,0.25,0.2231435513142097,1.0,8000.0,8000.0,10000.0,10000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.01,7500,12000,10000,2002-07-24,9000.0,-0.1,-0.1053605156578262,1.0,8000.0,9000.0,10000.0,9000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,8000,10000,9000,2002-07-25,10000.0,0.1111111111111111,0.1053605156578263,1.0,10000.0,8000.0,8000.0,10000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,8000,12000,10000,2002-07-26,10000.0,0.0,0.0,1.0,9000.0,8000.0,10000.0,10000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.04,8000,12000,10000,2002-07-27,10000.0,0.0,0.0,2.0,10000.0,9000.0,9000.0,10000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,8000,12000,10000,2002-07-29,10000.0,0.0,0.0,1.0,10000.0,8000.0,9000.0,10000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,8000,12000,10000,2002-07-30,10000.0,0.0,0.0,1.0,10000.0,8000.0,9000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,8000,12000,10000,2002-07-31,9000.0,-0.1,-0.1053605156578262,1.0,10000.0,8000.0,8000.0,10000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,8000,12000,9000,2002-08-01,10000.0,0.1111111111111111,0.1053605156578263,1.0,10000.0,10000.0,9000.0,12000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.04,8000,12000,10000,2002-08-02,10000.0,0.0,0.0,3.0,9000.0,9000.0,8000.0,10000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,8000,12000,10000,2002-08-05,10000.0,0.0,0.0,2.0,10000.0,10000.0,8000.0,10000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,8000,12000,10000,2002-08-07,10000.0,0.0,0.0,1.0,10000.0,10000.0,9000.0,8000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.01,8000,12000,10000,2002-08-08,10000.0,0.0,0.0,1.0,10000.0,10000.0,8000.0,8000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,8000,12000,10000,2002-08-09,10000.0,0.0,0.0,3.0,10000.0,10000.0,8000.0,8000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,8000,12000,10000,2002-08-12,12000.0,0.2,0.1823215567939546,1.0,10000.0,10000.0,8000.0,8000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,8000,14000,12000,2002-08-13,10000.0,-0.1666666666666666,-0.1823215567939546,4.0,10000.0,9000.0,10000.0,8000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,8000,12000,10000,2002-08-17,10000.0,0.0,0.0,2.0,12000.0,10000.0,9000.0,10000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,7500,12000,10000,2002-08-19,10000.0,0.0,0.0,1.0,10000.0,10000.0,10000.0,10000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,7500,12000,10000,2002-08-20,10000.0,0.0,0.0,2.0,10000.0,10000.0,10000.0,8000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,8000,12000,10000,2002-08-22,10000.0,0.0,0.0,1.0,10000.0,10000.0,10000.0,10000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,8000,12000,10000,2002-08-23,10000.0,0.0,0.0,1.0,10000.0,10000.0,10000.0,9000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.04,8000,12000,10000,2002-08-24,10000.0,0.0,0.0,3.0,10000.0,10000.0,10000.0,9000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,8000,12000,10000,2002-08-27,10000.0,0.0,0.0,1.0,10000.0,12000.0,9000.0,9000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,8000,12000,10000,2002-08-28,10000.0,0.0,0.0,1.0,10000.0,10000.0,10000.0,8000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,8000,12000,10000,2002-08-29,10000.0,0.0,0.0,4.0,10000.0,10000.0,10000.0,9000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,7500,12000,10000,2002-09-02,10000.0,0.0,0.0,1.0,10000.0,10000.0,10000.0,8000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,8000,12000,10000,2002-09-03,10000.0,0.0,0.0,1.0,10000.0,10000.0,10000.0,8000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,8000,14000,10000,2002-09-04,10000.0,0.0,0.0,1.0,10000.0,10000.0,10000.0,9000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,8000,12000,10000,2002-09-05,12000.0,0.2,0.1823215567939546,1.0,10000.0,10000.0,10000.0,8000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,7500,14000,12000,2002-09-06,12000.0,0.0,0.0,1.0,10000.0,10000.0,12000.0,8000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.04,8000,14000,12000,2002-09-07,10000.0,-0.1666666666666666,-0.1823215567939546,2.0,12000.0,10000.0,10000.0,8000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.02,7500,12000,10000,2002-09-09,10000.0,0.0,0.0,1.0,12000.0,10000.0,10000.0,10000.0
Tripura,Sepahijala,Bishalgarh,Assam C.T.C. Leaf,Beverages,0.03,8000,12000,10000,2002-09-10,12000.0,0.2,0.1823215567939546,1.0,10000.0,10000.0,10000.0,9000.0
